District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Date,Latitude,Longitude,Day,Month,WeekDay,Hour
LUCKNOW,P08042109203,C2,PS3,PHONE,Dispute,Other Dispute,08/04/2021 20:03:00,26.866,81.065,2021-04-08,4,5,20
LUCKNOW,P08042110201,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,08/04/2021 21:05:00,26.847,81.067,2021-04-08,4,5,21
LUCKNOW,P08042110295,C2,PS3,PHONE,Dispute,Other Dispute,08/04/2021 21:11:00,26.881,81.012,2021-04-08,4,5,21
LUCKNOW,P08042110699,C2,PS3,PHONE,Dispute,Other Dispute,08/04/2021 21:36:00,26.867,81.065,2021-04-08,4,5,21
LUCKNOW,P08042111034,C2,PS3,PHONE,Threat In Person,Attack,08/04/2021 21:52:00,26.849,81.067,2021-04-08,4,5,21
LUCKNOW,P08042111514,C2,PS3,PHONE,Threat In Person,Threatening To Kill,08/04/2021 22:17:00,26.846,81.067,2021-04-08,4,5,22
LUCKNOW,P08042111823,C2,PS3,PHONE,Dispute,Other Dispute,08/04/2021 22:32:00,26.874,81.027,2021-04-08,4,5,22
LUCKNOW,P08042111837,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,08/04/2021 22:32:00,26.882,81.013,2021-04-08,4,5,22
LUCKNOW,P08042111886,C2,PS3,PHONE,Threat In Person,Threatening To Kill,08/04/2021 22:35:00,26.848,81.061,2021-04-08,4,5,22
LUCKNOW,P08042111919,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,08/04/2021 22:37:00,26.876,81.013,2021-04-08,4,5,22
LUCKNOW,P08042112281,C2,PS3,PHONE,Theft,Residential Building,08/04/2021 22:56:00,26.866,81.059,2021-04-08,4,5,22
LUCKNOW,P08042112290,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,08/04/2021 22:57:00,26.869,81.034,2021-04-08,4,5,22
LUCKNOW,P08042112484,C2,PS3,PHONE,Theft,Residential Building,08/04/2021 23:09:00,26.885,81.053,2021-04-08,4,5,23
LUCKNOW,P09042100308,C2,PS3,PHONE,Attempted Murder,Beaten With Lathi/Stick,09/04/2021 00:35:00,26.891,81.01,2021-04-09,4,6,0
LUCKNOW,P09042100850,C2,PS3,PHONE,Dispute,Other Dispute,09/04/2021 03:10:00,26.833,81.036,2021-04-09,4,6,3
LUCKNOW,P09042102015,C2,PS3,PHONE,Domestic Violence,House Arrest,09/04/2021 08:21:00,26.861,81.045,2021-04-09,4,6,8
LUCKNOW,P09042103991,C2,PS3,PHONE,Dispute,Other Dispute,09/04/2021 11:31:00,26.77,82.163,2021-04-09,4,6,11
LUCKNOW,P09042105262,C2,PS3,PHONE,Dispute,Other Dispute,09/04/2021 13:16:00,26.885,81.015,2021-04-09,4,6,13
LUCKNOW,P09042107033,C2,PS3,PHONE,Dispute,Money Transactions Dispute,09/04/2021 16:03:00,26.874,81.026,2021-04-09,4,6,16
LUCKNOW,P09042107106,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,09/04/2021 16:11:00,26.874,81.048,2021-04-09,4,6,16
LUCKNOW,P09042107426,C2,PS3,PHONE,Female Sexual Harrassment,Prostitution,09/04/2021 16:40:00,26.887,81.008,2021-04-09,4,6,16
LUCKNOW,P09042108773,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,09/04/2021 18:45:00,26.876,81.036,2021-04-09,4,6,18
LUCKNOW,P09042109115,C2,PS3,PHONE,Suicide,By Hanging,09/04/2021 19:19:00,26.871,81.04,2021-04-09,4,6,19
LUCKNOW,P09042109124,C2,PS3,PHONE,Suicide,By Hanging,09/04/2021 19:20:00,26.867,81.039,2021-04-09,4,6,19
LUCKNOW,P09042109986,C2,PS3,PHONE,Robbery,On Road,09/04/2021 20:28:00,26.862,81.046,2021-04-09,4,6,20
LUCKNOW,P09042109996,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,09/04/2021 20:30:00,26.893,81.074,2021-04-09,4,6,20
LUCKNOW,P09042110169,C2,PS3,PHONE,Dispute,Other Dispute,09/04/2021 20:42:00,26.884,81.046,2021-04-09,4,6,20
LUCKNOW,P09042110642,C2,PS3,PHONE,Threat In Person,Threatening To Kill,09/04/2021 21:12:00,26.87,81.086,2021-04-09,4,6,21
LUCKNOW,P09042112556,C2,PS3,PHONE,Theft,Other Location,09/04/2021 22:57:00,26.864,81.05,2021-04-09,4,6,22
LUCKNOW,P09042113084,C2,PS3,PHONE,Dispute,Other Dispute,09/04/2021 23:34:00,26.889,81.074,2021-04-09,4,6,23
LUCKNOW,P10042100100,C2,PS3,PHONE,Dispute,Other Dispute,10/04/2021 00:10:00,26.86,81.035,2021-04-10,4,7,0
LUCKNOW,P10042101376,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/04/2021 07:06:00,26.877,81.061,2021-04-10,4,7,7
LUCKNOW,P10042102159,C2,PS3,PHONE,Pollution,Sound Pollution,10/04/2021 08:47:00,26.859,81.026,2021-04-10,4,7,8
LUCKNOW,P10042102680,C2,PS3,PHONE,Property Disputes,Boundary Dispute,10/04/2021 09:36:00,26.848,81.061,2021-04-10,4,7,9
LUCKNOW,P10042103389,C2,PS3,PHONE,Dispute,Other Dispute,10/04/2021 10:42:00,26.892,81.078,2021-04-10,4,7,10
LUCKNOW,P10042103743,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/04/2021 11:12:00,26.876,81.024,2021-04-10,4,7,11
LUCKNOW,P10042104532,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,10/04/2021 12:19:00,26.852,81.022,2021-04-10,4,7,12
LUCKNOW,P10042105117,C2,PS3,PHONE,Theft,Business Establishment,10/04/2021 13:09:00,26.882,81.027,2021-04-10,4,7,13
LUCKNOW,P10042106300,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/04/2021 14:44:00,26.884,81.075,2021-04-10,4,7,14
LUCKNOW,P10042106302,C2,PS3,PHONE,Property Disputes,Boundary Dispute,10/04/2021 14:44:00,26.874,81.019,2021-04-10,4,7,14
LUCKNOW,P10042106493,C2,PS3,PHONE,Threat In Person,Threatening To Kill,10/04/2021 15:00:00,26.894,81.067,2021-04-10,4,7,15
LUCKNOW,P10042107119,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,10/04/2021 15:50:00,26.911,81.033,2021-04-10,4,7,15
LUCKNOW,P10042107373,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/04/2021 16:12:00,26.874,81.019,2021-04-10,4,7,16
LUCKNOW,P10042107620,C2,PS3,PHONE,Threat In Person,Attack,10/04/2021 16:34:00,26.895,81.077,2021-04-10,4,7,16
LUCKNOW,P10042108025,C2,PS3,PHONE,Theft,Residential Building,10/04/2021 17:10:00,26.845,81.066,2021-04-10,4,7,17
LUCKNOW,P10042108313,C2,PS3,PHONE,Dispute,Dispute With Service Provider Or Vendor,10/04/2021 17:38:00,26.85,81.023,2021-04-10,4,7,17
LUCKNOW,P10042108740,C2,PS3,PHONE,Dispute,Other Dispute,10/04/2021 18:19:00,26.888,81.053,2021-04-10,4,7,18
LUCKNOW,P10042108753,C2,PS3,PHONE,Threat In Person,Attack,10/04/2021 18:20:00,26.845,81.066,2021-04-10,4,7,18
LUCKNOW,P10042109022,C2,PS3,PHONE,Threat In Person,Attack,10/04/2021 18:43:00,26.858,81.046,2021-04-10,4,7,18
LUCKNOW,P10042110038,C2,PS3,PHONE,Dispute,Other Dispute,10/04/2021 20:11:00,26.885,81.012,2021-04-10,4,7,20
LUCKNOW,P10042110216,C2,PS3,PHONE,Robbery,On Road,10/04/2021 20:25:00,26.879,81.036,2021-04-10,4,7,20
LUCKNOW,P10042110355,C2,PS3,PHONE,Robbery,Other Campus,10/04/2021 20:33:00,26.852,81.052,2021-04-10,4,7,20
LUCKNOW,P10042110909,C2,PS3,PHONE,Dispute,Other Dispute,10/04/2021 21:09:00,26.886,81.061,2021-04-10,4,7,21
LUCKNOW,P10042111191,C2,PS3,PHONE,Theft,Other Location,10/04/2021 21:25:00,26.891,81.045,2021-04-10,4,7,21
LUCKNOW,P10042111202,C2,PS3,PHONE,Threat In Person,Attack,10/04/2021 21:26:00,26.866,81.059,2021-04-10,4,7,21
LUCKNOW,P10042111608,C2,PS3,PHONE,Dispute,With Neighbor,10/04/2021 21:47:00,26.863,81.032,2021-04-10,4,7,21
LUCKNOW,P10042111902,C2,PS3,PHONE,Dispute,With Neighbor,10/04/2021 22:03:00,26.893,81.06,2021-04-10,4,7,22
LUCKNOW,P10042111947,C2,PS3,PHONE,Dispute,Other Dispute,10/04/2021 22:05:00,26.881,81.016,2021-04-10,4,7,22
LUCKNOW,P10042112444,C2,PS3,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,10/04/2021 22:28:00,26.873,81.036,2021-04-10,4,7,22
LUCKNOW,P11042100872,C2,PS3,PHONE,Dispute,Dispute In Hospital,11/04/2021 03:43:00,26.885,81.016,2021-04-11,4,1,3
LUCKNOW,P11042102217,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,11/04/2021 08:50:00,26.868,81.055,2021-04-11,4,1,8
LUCKNOW,P11042102538,C2,PS3,PHONE,Robbery,Other Campus,11/04/2021 09:20:00,26.86,81.023,2021-04-11,4,1,9
LUCKNOW,P11042102592,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,11/04/2021 09:24:00,26.876,81.055,2021-04-11,4,1,9
LUCKNOW,P11042102791,C2,PS3,PHONE,Dispute,Other Dispute,11/04/2021 09:42:00,26.874,81.023,2021-04-11,4,1,9
LUCKNOW,P11042106032,C2,PS3,PHONE,Gambling,Play Cards,11/04/2021 13:52:00,26.845,81.069,2021-04-11,4,1,13
LUCKNOW,P11042106549,C2,PS3,PHONE,Gambling,Play Cards,11/04/2021 14:25:00,26.846,81.065,2021-04-11,4,1,14
LUCKNOW,P11042107371,C2,PS3,PHONE,Missing,Child,11/04/2021 15:34:00,26.882,81.008,2021-04-11,4,1,15
LUCKNOW,P11042107419,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,11/04/2021 15:38:00,26.883,81.008,2021-04-11,4,1,15
LUCKNOW,P11042107520,C2,PS3,PHONE,Dispute,Other Dispute,11/04/2021 15:49:00,26.85,81.027,2021-04-11,4,1,15
LUCKNOW,P11042108057,C2,PS3,PHONE,Dacoity,On Road,11/04/2021 16:39:00,26.887,81.059,2021-04-11,4,1,16
LUCKNOW,P11042108585,C2,PS3,PHONE,Theft,Other Location,11/04/2021 17:31:00,26.849,81.066,2021-04-11,4,1,17
LUCKNOW,P11042109633,C2,PS3,PHONE,Cyber Crimes,Illegally Transfer Money From Bank,11/04/2021 19:01:00,26.887,81.059,2021-04-11,4,1,19
LUCKNOW,P11042110058,C2,PS3,PHONE,Theft,Cycle,11/04/2021 19:41:00,26.882,81.015,2021-04-11,4,1,19
LUCKNOW,P11042110114,C2,PS3,PHONE,Threat In Person,Attack,11/04/2021 19:47:00,26.869,81.058,2021-04-11,4,1,19
LUCKNOW,P11042110432,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,11/04/2021 20:13:00,26.882,81.013,2021-04-11,4,1,20
LUCKNOW,P11042110572,C2,PS3,PHONE,Threat In Person,Threatening To Kill,11/04/2021 20:23:00,26.883,81.079,2021-04-11,4,1,20
LUCKNOW,P11042110766,C2,PS3,PHONE,Domestic Violence,Beat Children By Familymembers,11/04/2021 20:36:00,26.881,81.053,2021-04-11,4,1,20
LUCKNOW,P11042110836,C2,PS3,PHONE,Gambling,Play Cards,11/04/2021 20:40:00,26.877,81.089,2021-04-11,4,1,20
LUCKNOW,P11042111146,C2,PS3,PHONE,Threat In Person,Threatening To Kill,11/04/2021 20:58:00,26.893,81.051,2021-04-11,4,1,20
LUCKNOW,P11042111286,C2,PS3,PHONE,Threat In Person,Attack,11/04/2021 21:06:00,26.873,81.085,2021-04-11,4,1,21
LUCKNOW,P11042111365,C2,PS3,PHONE,Dispute,Other Dispute,11/04/2021 21:11:00,26.845,81.066,2021-04-11,4,1,21
LUCKNOW,P11042112130,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,11/04/2021 21:50:00,26.874,81.026,2021-04-11,4,1,21
LUCKNOW,P11042112707,C2,PS3,PHONE,Dispute,Other Dispute,11/04/2021 22:17:00,26.859,81.038,2021-04-11,4,1,22
LUCKNOW,P11042113141,C2,PS3,PHONE,Threat In Person,Threatening To Kill,11/04/2021 22:40:00,26.907,81.059,2021-04-11,4,1,22
LUCKNOW,P11042113346,C2,PS3,PHONE,Dispute,With Neighbor,11/04/2021 22:49:00,26.908,81.086,2021-04-11,4,1,22
LUCKNOW,P11042113889,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Obscene Talks Women,11/04/2021 23:24:00,26.894,81.028,2021-04-11,4,1,23
LUCKNOW,P11042114114,C2,PS3,PHONE,Illegal Mining,Illegal Mining River,11/04/2021 23:40:00,26.889,81.021,2021-04-11,4,1,23
LUCKNOW,P12042101143,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 05:04:00,26.87,81.043,2021-04-12,4,2,5
LUCKNOW,P12042101566,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/04/2021 07:02:00,26.924,81.043,2021-04-12,4,2,7
LUCKNOW,P12042102544,C2,PS3,PHONE,Theft,Residential Building,12/04/2021 08:59:00,26.884,81.016,2021-04-12,4,2,8
LUCKNOW,P12042102802,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,12/04/2021 09:22:00,26.849,81.066,2021-04-12,4,2,9
LUCKNOW,P12042103545,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,12/04/2021 10:28:00,26.886,81.033,2021-04-12,4,2,10
LUCKNOW,P12042104991,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,12/04/2021 12:29:00,26.891,81.058,2021-04-12,4,2,12
LUCKNOW,P12042105535,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,12/04/2021 13:13:00,26.895,81.044,2021-04-12,4,2,13
LUCKNOW,P12042105852,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 13:39:00,26.883,81.045,2021-04-12,4,2,13
LUCKNOW,P12042106487,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 14:38:00,26.887,81.059,2021-04-12,4,2,14
LUCKNOW,P12042108209,C2,PS3,PHONE,Dispute,Dispute In Hospital,12/04/2021 17:08:00,26.859,81.022,2021-04-12,4,2,17
LUCKNOW,P12042108914,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 18:13:00,26.874,81.025,2021-04-12,4,2,18
LUCKNOW,P12042109511,C2,PS3,PHONE,Dispute,Money Transactions Dispute,12/04/2021 19:06:00,26.883,81.037,2021-04-12,4,2,19
LUCKNOW,P12042110145,C2,PS3,PHONE,Property Disputes,Boundary Dispute,12/04/2021 20:01:00,26.926,81.059,2021-04-12,4,2,20
LUCKNOW,P12042110421,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 20:20:00,26.89,81.013,2021-04-12,4,2,20
LUCKNOW,P12042110669,C2,PS3,PHONE,Dispute,Money Transactions Dispute,12/04/2021 20:37:00,26.846,81.067,2021-04-12,4,2,20
LUCKNOW,P12042112750,C2,PS3,PHONE,Robbery,On Road,12/04/2021 22:26:00,26.892,81.055,2021-04-12,4,2,22
LUCKNOW,P01052100439,C2,PS3,PHONE,Attempted Murder,Beaten With Lathi/Stick,01/05/2021 00:33:59,26.874,81.026,2021-05-01,5,7,0
LUCKNOW,P01052101362,C2,PS3,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,01/05/2021 03:11:48,26.854,81.034,2021-05-01,5,7,3
LUCKNOW,P01052102031,C2,PS3,PHONE,Theft,Business Establishment,01/05/2021 06:45:30,26.884,81.052,2021-05-01,5,7,6
LUCKNOW,P01052102778,C2,PS3,PHONE,Threat In Person,Threatening To Kill,01/05/2021 08:04:39,26.877,81.014,2021-05-01,5,7,8
LUCKNOW,P01052103110,C2,PS3,PHONE,Dispute,Money Transactions Dispute,01/05/2021 08:32:31,26.894,81.009,2021-05-01,5,7,8
LUCKNOW,P01052103539,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,01/05/2021 09:03:52,26.883,81.079,2021-05-01,5,7,9
LUCKNOW,P01052103846,C2,PS3,PHONE,Property Disputes,Paving Dispute,01/05/2021 09:26:59,26.837,81.066,2021-05-01,5,7,9
LUCKNOW,P01052104258,C2,PS3,PHONE,Dispute,With Neighbor,01/05/2021 09:55:20,26.857,81.041,2021-05-01,5,7,9
LUCKNOW,P01052104442,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,01/05/2021 10:09:58,26.877,81.035,2021-05-01,5,7,10
LUCKNOW,P01052105764,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,01/05/2021 11:47:07,26.874,81.026,2021-05-01,5,7,11
LUCKNOW,P01052106034,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,01/05/2021 12:07:11,26.875,81.054,2021-05-01,5,7,12
LUCKNOW,P01052106357,C2,PS3,PHONE,Dispute,For Parking,01/05/2021 12:31:09,26.879,81.054,2021-05-01,5,7,12
LUCKNOW,P01052106744,C2,PS3,PHONE,Kidnap,Women Kidnap,01/05/2021 13:04:12,26.893,81.044,2021-05-01,5,7,13
LUCKNOW,P01052108067,C2,PS3,PHONE,Dispute,Other Dispute,01/05/2021 15:06:07,26.878,81.031,2021-05-01,5,7,15
LUCKNOW,P01052108217,C2,PS3,PHONE,Gambling,From Any Device,01/05/2021 15:19:54,26.885,81.038,2021-05-01,5,7,15
LUCKNOW,P01052109476,C2,PS3,PHONE,Theft,Other Location,01/05/2021 17:05:12,26.896,81.032,2021-05-01,5,7,17
LUCKNOW,P01052109624,C2,PS3,PHONE,Dispute,Other Dispute,01/05/2021 17:16:14,26.881,81.056,2021-05-01,5,7,17
LUCKNOW,P01052109959,C2,PS3,PHONE,Dispute,Money Transactions Dispute,01/05/2021 17:41:19,26.91,81.033,2021-05-01,5,7,17
LUCKNOW,P01052110031,C2,PS3,PHONE,Missing,Mobile,01/05/2021 17:46:48,26.898,81.088,2021-05-01,5,7,17
LUCKNOW,P01052110107,C2,PS3,PHONE,Dispute,Other Dispute,01/05/2021 17:51:41,26.881,81.074,2021-05-01,5,7,17
LUCKNOW,P01052111725,C2,PS3,PHONE,Dispute,Other Dispute,01/05/2021 19:45:07,26.857,81.047,2021-05-01,5,7,19
LUCKNOW,P01052111734,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,01/05/2021 19:46:02,26.877,81.035,2021-05-01,5,7,19
LUCKNOW,P01052114592,C2,PS3,PHONE,Threat In Person,Threatening To Kill,01/05/2021 22:54:28,26.874,81.03,2021-05-01,5,7,22
LUCKNOW,P02052100775,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,02/05/2021 04:26:01,26.875,81.015,2021-05-02,5,1,4
LUCKNOW,P02052100892,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,02/05/2021 05:39:48,26.864,81.046,2021-05-02,5,1,5
LUCKNOW,P02052101100,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,02/05/2021 06:33:30,26.876,81.03,2021-05-02,5,1,6
LUCKNOW,P02052101138,C2,PS3,PHONE,Dispute,Other Dispute,02/05/2021 06:41:41,26.874,81.028,2021-05-02,5,1,6
LUCKNOW,P02052102797,C2,PS3,PHONE,Property Disputes,Boundary Dispute,02/05/2021 09:31:16,26.891,81.063,2021-05-02,5,1,9
LUCKNOW,P02052102816,C2,PS3,PHONE,Property Disputes,Boundary Dispute,02/05/2021 09:32:29,26.874,81.015,2021-05-02,5,1,9
LUCKNOW,P02052102882,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,02/05/2021 09:37:47,26.863,81.038,2021-05-02,5,1,9
LUCKNOW,P02052105912,C2,PS3,PHONE,Dispute,Other Dispute,02/05/2021 14:20:59,26.893,81.044,2021-05-02,5,1,14
LUCKNOW,P02052105960,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,02/05/2021 14:27:04,26.881,81.012,2021-05-02,5,1,14
LUCKNOW,P02052106433,C2,PS3,PHONE,Property Disputes,Boundary Dispute,02/05/2021 15:17:21,26.895,81.062,2021-05-02,5,1,15
LUCKNOW,P02052107712,C2,PS3,PHONE,Dispute,Money Transactions Dispute,02/05/2021 17:17:52,26.888,81.056,2021-05-02,5,1,17
LUCKNOW,P02052107829,C2,PS3,PHONE,Dispute,Dispute With Service Provider Or Vendor,02/05/2021 17:28:26,26.872,81.034,2021-05-02,5,1,17
LUCKNOW,P02052109551,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,02/05/2021 19:35:46,26.881,81.04,2021-05-02,5,1,19
LUCKNOW,P02052110804,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,02/05/2021 20:51:41,26.896,81.082,2021-05-02,5,1,20
LUCKNOW,P02052112008,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,02/05/2021 21:54:40,26.849,81.061,2021-05-02,5,1,21
LUCKNOW,P02052112415,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,02/05/2021 22:17:33,26.725,81.194,2021-05-02,5,1,22
LUCKNOW,P02052113841,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,02/05/2021 23:55:25,26.864,81.046,2021-05-02,5,1,23
LUCKNOW,P02052113865,C2,PS3,PHONE,Threat In Person,Threatening To Kill,02/05/2021 23:57:18,26.921,81.051,2021-05-02,5,1,23
LUCKNOW,P03052100031,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,03/05/2021 00:03:17,26.898,81.088,2021-05-03,5,2,0
LUCKNOW,P03052100123,C2,PS3,PHONE,Dispute,Other Dispute,03/05/2021 00:12:47,26.874,81.026,2021-05-03,5,2,0
LUCKNOW,P03052100652,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,03/05/2021 01:33:18,26.897,81.091,2021-05-03,5,2,1
LUCKNOW,P03052101669,C2,PS3,PHONE,Dispute,Money Transactions Dispute,03/05/2021 06:47:41,26.884,81.036,2021-05-03,5,2,6
LUCKNOW,P03052102910,C2,PS3,PHONE,Missing,Grp- Person Accident By Train,03/05/2021 08:51:27,26.884,81.047,2021-05-03,5,2,8
LUCKNOW,P03052105219,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,03/05/2021 11:25:02,26.852,81.036,2021-05-03,5,2,11
LUCKNOW,P03052105416,C2,PS3,PHONE,Dispute,Other Dispute,03/05/2021 11:39:48,26.871,81.043,2021-05-03,5,2,11
LUCKNOW,P03052106378,C2,PS3,PHONE,Dispute,Other Dispute,03/05/2021 12:43:24,26.877,81.054,2021-05-03,5,2,12
LUCKNOW,P03052108535,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,03/05/2021 15:34:35,26.897,81.079,2021-05-03,5,2,15
LUCKNOW,P03052112901,C2,PS3,PHONE,Female Harrassment,Indecent Talks,03/05/2021 20:16:15,26.853,81.04,2021-05-03,5,2,20
LUCKNOW,P03052113800,C2,PS3,PHONE,Excise Act Offenses,Iilegal Sale,03/05/2021 20:59:01,26.888,81.07,2021-05-03,5,2,20
LUCKNOW,P03052114893,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,03/05/2021 21:50:08,26.847,81.063,2021-05-03,5,2,21
LUCKNOW,P03052115041,C2,PS3,PHONE,Dispute,Other Dispute,03/05/2021 21:56:53,26.847,81.063,2021-05-03,5,2,21
LUCKNOW,P03052115496,C2,PS3,PHONE,Female Harrassment,Misbehaviour With Child By Outsider,03/05/2021 22:21:48,26.864,81.046,2021-05-03,5,2,22
LUCKNOW,P03052115834,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,03/05/2021 22:42:37,26.864,81.046,2021-05-03,5,2,22
LUCKNOW,P03052116497,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,03/05/2021 23:35:33,26.874,81.026,2021-05-03,5,2,23
LUCKNOW,P04052100032,C2,PS3,PHONE,Theft,Other Location,04/05/2021 00:04:38,26.876,81.015,2021-05-04,5,3,0
LUCKNOW,P04052101324,C2,PS3,PHONE,Animals Related,Found Injured Animal,04/05/2021 06:58:43,26.893,81.044,2021-05-04,5,3,6
LUCKNOW,P04052101499,C2,PS3,PHONE,Medium Fire,Electrical Equipment,04/05/2021 07:19:53,26.893,81.014,2021-05-04,5,3,7
LUCKNOW,P04052105055,C2,PS3,PHONE,Dispute,Money Transactions Dispute,04/05/2021 11:22:41,26.884,81.036,2021-05-04,5,3,11
LUCKNOW,P04052107700,C2,PS3,PHONE,Cyber Crimes,Illegally Transfer Money From Bank,04/05/2021 14:39:56,26.878,81.006,2021-05-04,5,3,14
LUCKNOW,P04052107875,C2,PS3,PHONE,Domestic Violence,Family Members Beat Wife,04/05/2021 14:51:59,26.851,81.023,2021-05-04,5,3,14
LUCKNOW,P04052114494,C2,PS3,PHONE,Threat In Person,Attack,04/05/2021 21:50:48,26.85,81.032,2021-05-04,5,3,21
LUCKNOW,P04052115612,C2,PS3,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,04/05/2021 23:05:17,26.874,81.026,2021-05-04,5,3,23
LUCKNOW,P05052101913,C2,PS3,PHONE,Dispute,Other Dispute,05/05/2021 07:58:26,26.874,81.022,2021-05-05,5,4,7
LUCKNOW,P05052103768,C2,PS3,PHONE,Dispute,Money Transactions Dispute,05/05/2021 10:07:59,26.883,81.04,2021-05-05,5,4,10
LUCKNOW,P05052104890,C2,PS3,PHONE,Gambling,Play Cards,05/05/2021 11:20:22,26.88,81.04,2021-05-05,5,4,11
LUCKNOW,P05052106051,C2,PS3,PHONE,Dispute,Dispute With Unknown Person,05/05/2021 12:43:06,26.849,81.081,2021-05-05,5,4,12
LUCKNOW,P05052107852,C2,PS3,PHONE,Cyber Crimes,Offensive/Obscene Material Post On Social Site,05/05/2021 15:17:29,26.877,81.035,2021-05-05,5,4,15
LUCKNOW,P05052108391,C2,PS3,TWITTER,Accident Explosive,Toxic Gas Leakage,05/05/2021 16:02:26,26.885,81.037,2021-05-05,5,4,16
LUCKNOW,P05052108791,C2,PS3,PHONE,Cyber Crimes,Illegally Transfer Money From Bank,05/05/2021 16:33:29,26.879,81.008,2021-05-05,5,4,16
LUCKNOW,P05052110504,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,05/05/2021 18:42:09,26.894,81.067,2021-05-05,5,4,18
LUCKNOW,P05052110823,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,05/05/2021 19:04:44,26.882,81.008,2021-05-05,5,4,19
LUCKNOW,P05052111560,C2,PS3,PHONE,Theft,Other Location,05/05/2021 19:58:41,26.879,81.009,2021-05-05,5,4,19
LUCKNOW,P05052111726,C2,PS3,PHONE,Threat In Person,Attack,05/05/2021 20:09:25,26.897,81.067,2021-05-05,5,4,20
LUCKNOW,P05052111916,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,05/05/2021 20:23:49,26.876,81.055,2021-05-05,5,4,20
LUCKNOW,P05052113212,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,05/05/2021 21:45:31,26.87,81.036,2021-05-05,5,4,21
LUCKNOW,P05052113591,C2,PS3,PHONE,Attempted Murder,Sharp Weapons,05/05/2021 22:12:31,26.883,81.034,2021-05-05,5,4,22
