Circle,Police Station,Event Type,Create Date/Time
C1,PS2,Threat In Person,18-05-2021 21:00
C1,PS2,Domestic Violence,18-05-2021 23:03
C1,PS2,Domestic Violence,18-05-2021 23:17
C1,PS2,Dispute,19-05-2021 00:46
C1,PS2,Suspicious Person Information,19-05-2021 14:39
C1,PS2,Dispute,19-05-2021 16:28
C1,PS2,Gambling,19-05-2021 21:31
C1,PS2,Domestic Violence,19-05-2021 22:31
C1,PS2,Suspicious Person Information,19-05-2021 22:31
C1,PS2,Sos,20-05-2021 10:10
C1,PS2,Cyber Crimes,20-05-2021 10:24
C1,PS2,Dispute,20-05-2021 15:51
C1,PS2,Dispute,20-05-2021 19:39
C1,PS2,Domestic Violence,20-05-2021 22:33
C1,PS2,Missing,20-05-2021 23:43
C1,PS2,Property Disputes,21-05-2021 10:06
C1,PS2,Domestic Violence,21-05-2021 11:41
C1,PS2,Sos,21-05-2021 16:21
C1,PS2,Animals Related,21-05-2021 17:03
C1,PS2,Threat In Person,21-05-2021 17:07
C1,PS2,Threat In Person,21-05-2021 17:58
C1,PS2,Suspicious Person Information,21-05-2021 22:34
C1,PS2,Threat In Person,22-05-2021 00:39
C1,PS2,Crime On Phone Mobile Social Media Internet,22-05-2021 11:42
C1,PS2,Threat In Person,22-05-2021 14:19
C1,PS2,Domestic Violence,22-05-2021 16:56
C1,PS2,Domestic Violence,22-05-2021 19:45
C1,PS2,Dispute,22-05-2021 20:52
C1,PS2,Threat In Person,22-05-2021 21:28
C1,PS2,Differently Abled People,23-05-2021 06:28
C1,PS2,Property Disputes,23-05-2021 11:31
C1,PS2,Domestic Violence,23-05-2021 11:43
C1,PS2,Encroachment,23-05-2021 13:12
C1,PS2,Dispute,23-05-2021 15:57
C1,PS2,Female Harrassment,23-05-2021 17:20
C1,PS2,Dispute,23-05-2021 18:21
C1,PS2,Dispute,23-05-2021 21:22
C1,PS2,Robbery,23-05-2021 21:48
C1,PS2,Threat In Person,23-05-2021 21:56
C1,PS2,Information Against Other Government Departments,24-05-2021 06:18
C1,PS2,Theft,24-05-2021 11:27
C1,PS2,Dispute,24-05-2021 16:33
C1,PS2,Threat In Person,24-05-2021 19:27
C1,PS2,Threat In Person,24-05-2021 20:33
C1,PS2,Threat In Person,24-05-2021 21:40
C1,PS2,Theft,24-05-2021 22:51
C1,PS2,Dispute,25-05-2021 12:53
C1,PS2,Dispute,25-05-2021 12:55
C1,PS2,Child Crime,25-05-2021 20:00
C1,PS2,Dispute,25-05-2021 20:18
C1,PS2,Domestic Violence,25-05-2021 21:25
C1,PS2,Dispute,25-05-2021 23:06
C1,PS2,Dispute,26-05-2021 01:01
C1,PS2,Dispute,26-05-2021 11:28
C1,PS2,Missing,26-05-2021 12:41
C1,PS2,Domestic Violence,26-05-2021 13:32
C1,PS2,Cyber Crimes,26-05-2021 15:45
C1,PS2,Dispute,26-05-2021 17:52
C1,PS2,Domestic Violence,26-05-2021 18:37
C1,PS2,Dispute,26-05-2021 19:15
C1,PS2,Domestic Violence,26-05-2021 20:51
C1,PS2,Dispute,26-05-2021 21:42
C1,PS2,Domestic Violence,26-05-2021 23:34
C1,PS2,Dispute,26-05-2021 23:50
C1,PS2,Kidnap,26-05-2021 23:54
C1,PS2,Domestic Violence,27-05-2021 00:52
C1,PS2,Threat In Person,27-05-2021 08:51
C1,PS2,Theft,27-05-2021 11:15
C1,PS2,Dispute,27-05-2021 13:44
C1,PS2,Differently Abled People,27-05-2021 15:20
C1,PS2,Threat In Person,27-05-2021 17:10
C1,PS2,Dispute,27-05-2021 17:54
C1,PS2,Property Disputes,27-05-2021 18:07
C1,PS2,Threat In Person,27-05-2021 19:32
C1,PS2,Domestic Violence,27-05-2021 23:43
C1,PS2,Female Sexual Harrassment,28-05-2021 02:40
C1,PS2,Differently Abled People,28-05-2021 08:04
C1,PS2,Theft,28-05-2021 11:36
C1,PS2,Dispute,28-05-2021 12:01
C1,PS2,Threat In Person,28-05-2021 13:47
C1,PS2,Dispute,28-05-2021 15:07
C1,PS2,Robbery,28-05-2021 20:06
C1,PS2,Sos,28-05-2021 22:58
C1,PS2,Domestic Violence,28-05-2021 23:40
C1,PS2,Dispute,29-05-2021 16:49
C1,PS2,Crime On Phone Mobile Social Media Internet,29-05-2021 17:35
C1,PS2,Dispute,29-05-2021 18:34
C1,PS2,Female Sexual Harrassment,29-05-2021 19:59
C1,PS2,Dispute,29-05-2021 20:39
C1,PS2,Crime On Phone Mobile Social Media Internet,29-05-2021 22:47
C1,PS2,Domestic Violence,29-05-2021 23:42
C1,PS2,Domestic Violence,30-05-2021 00:04
C1,PS2,Domestic Violence,30-05-2021 03:56
C1,PS2,Dispute,30-05-2021 12:11
C1,PS2,Domestic Violence,30-05-2021 15:28
C1,PS2,Threat In Person,30-05-2021 16:03
C1,PS2,Dispute,30-05-2021 16:13
C1,PS2,Dispute,30-05-2021 16:43
C1,PS2,Threat In Person,30-05-2021 18:01
C1,PS2,Information Against Police,30-05-2021 20:06
C1,PS2,Dispute,30-05-2021 20:40
C1,PS2,Domestic Violence,30-05-2021 22:41
C1,PS2,Dispute,31-05-2021 02:01
C1,PS2,Domestic Violence,31-05-2021 12:57
C1,PS2,Dispute,31-05-2021 17:34
C1,PS2,Information Against Police,31-05-2021 17:47
C1,PS2,Dispute,31-05-2021 18:52
C1,PS2,Information Against Police,31-05-2021 18:54
C1,PS2,Theft,31-05-2021 19:24
C1,PS2,Dispute,31-05-2021 20:11
C1,PS2,Dispute,31-05-2021 20:14
C1,PS2,Threat In Person,31-05-2021 20:32
C1,PS2,Dispute,31-05-2021 20:39
C1,PS2,Dispute,31-05-2021 21:06
C1,PS2,Threat In Person,31-05-2021 21:22
C1,PS2,Medium Fire,31-05-2021 21:26
C1,PS2,Dispute,31-05-2021 22:19
C1,PS2,Information Against Police,31-05-2021 22:32
C1,PS2,Theft,31-05-2021 22:50
C1,PS2,Theft,31-05-2021 22:55
C1,PS2,Threat In Person,31-05-2021 23:18
C1,PS2,Dispute,01-06-2021 03:41
C1,PS2,Theft,01-06-2021 10:18
C1,PS2,Dispute,01-06-2021 11:02
C1,PS2,Robbery,01-06-2021 11:03
C1,PS2,Crime On Phone Mobile Social Media Internet,01-06-2021 12:08
C1,PS2,Dispute,01-06-2021 15:45
C1,PS2,Threat In Person,01-06-2021 16:15
C1,PS2,Domestic Violence,01-06-2021 17:12
C1,PS2,Dispute,01-06-2021 17:20
C1,PS2,Gambling,01-06-2021 17:41
C1,PS2,Domestic Violence,01-06-2021 18:39
C1,PS2,Theft,01-06-2021 21:50
C1,PS2,Threat In Person,01-06-2021 22:45
C1,PS2,Domestic Violence,02-06-2021 07:23
C1,PS2,Encroachment,02-06-2021 10:47
C1,PS2,Dispute,02-06-2021 16:07
C1,PS2,Dispute,02-06-2021 16:57
C1,PS2,Encroachment,02-06-2021 17:21
C1,PS2,Dacoity,02-06-2021 17:55
C1,PS2,Dispute,02-06-2021 19:25
C1,PS2,Domestic Violence,02-06-2021 23:56
C1,PS2,Dacoity,03-06-2021 09:39
C1,PS2,Child Crime(Sexual Abuse),03-06-2021 11:42
C1,PS2,Property Disputes,03-06-2021 11:57
C1,PS2,Dispute,03-06-2021 12:41
C1,PS2,Threat In Person,03-06-2021 13:38
C1,PS2,Missing,03-06-2021 14:44
C1,PS2,Dispute,03-06-2021 14:47
C1,PS2,Threat In Person,03-06-2021 15:19
C1,PS2,Dispute,03-06-2021 16:13
C1,PS2,Theft,03-06-2021 17:26
C1,PS2,Dispute,03-06-2021 18:37
C1,PS2,Dispute,03-06-2021 19:23
C1,PS2,Dispute,03-06-2021 19:48
C1,PS2,Dispute,03-06-2021 20:41
C1,PS2,Dispute,03-06-2021 20:45
C1,PS2,Theft,03-06-2021 21:39
C1,PS2,Dispute,03-06-2021 22:09
C1,PS2,Missing,03-06-2021 23:52
C1,PS2,Crime On Phone Mobile Social Media Internet,04-06-2021 09:32
C1,PS2,Dispute,04-06-2021 13:53
C1,PS2,Dispute,04-06-2021 15:43
C1,PS2,Crime On Phone Mobile Social Media Internet,04-06-2021 16:21
C1,PS2,Domestic Violence,04-06-2021 17:24
C1,PS2,Gambling,04-06-2021 17:41
C1,PS2,Dispute,04-06-2021 20:12
C1,PS2,Dispute,04-06-2021 20:26
C1,PS2,Dispute,04-06-2021 20:47
C1,PS2,Domestic Violence,04-06-2021 22:40
C1,PS2,Threat In Person,04-06-2021 22:55
C1,PS2,Dispute,05-06-2021 00:57
C1,PS2,Dispute,05-06-2021 06:17
C1,PS2,Theft,05-06-2021 15:56
C1,PS2,Dispute,05-06-2021 17:37
C1,PS2,Theft,05-06-2021 19:05
C1,PS2,Dispute,05-06-2021 19:50
C1,PS2,Female Sexual Harrassment,05-06-2021 20:03
C1,PS2,Kidnap,05-06-2021 21:12
C1,PS2,Domestic Violence,05-06-2021 22:47
C1,PS2,Missing,05-06-2021 23:03
C1,PS2,Missing,05-06-2021 23:18
C1,PS2,Domestic Violence,06-06-2021 00:06
C1,PS2,Dispute,06-06-2021 00:29
C1,PS2,Dispute,06-06-2021 06:11
C1,PS2,Theft,06-06-2021 06:21
C1,PS2,Dispute,06-06-2021 12:15
C1,PS2,Dispute,06-06-2021 13:22
C1,PS2,Threat In Person,06-06-2021 14:30
C1,PS2,Dispute,06-06-2021 15:49
C1,PS2,Crime On Phone Mobile Social Media Internet,06-06-2021 16:04
C1,PS2,Dispute,06-06-2021 19:57
C1,PS2,Medium Fire,06-06-2021 20:23
C1,PS2,Domestic Violence,06-06-2021 21:13
C1,PS2,Domestic Violence,06-06-2021 21:47
C1,PS2,Threat In Person,06-06-2021 23:33
C1,PS2,Domestic Violence,07-06-2021 13:33
C1,PS2,Medium Fire,07-06-2021 14:51
C1,PS2,Information Against Police,07-06-2021 18:59
C1,PS2,Information Against Police,07-06-2021 18:59
C1,PS2,Excise Act Offenses,07-06-2021 20:10
C1,PS2,Threat In Person,07-06-2021 20:22
C1,PS2,Dispute,07-06-2021 20:42
C1,PS2,Dispute,07-06-2021 21:02
C1,PS2,Threat In Person,07-06-2021 23:05
C1,PS2,Theft,08-06-2021 07:23
C1,PS2,Dispute,08-06-2021 08:06
C1,PS2,Female Sexual Harrassment,08-06-2021 08:58
C1,PS2,Dispute,08-06-2021 11:09
C1,PS2,Encroachment,08-06-2021 13:05
C1,PS2,Dispute,08-06-2021 14:57
C1,PS2,Dispute,08-06-2021 15:01
C1,PS2,Dispute,08-06-2021 18:37
C1,PS2,Crime On Phone Mobile Social Media Internet,08-06-2021 19:21
C1,PS2,Dacoity,08-06-2021 19:48
C1,PS2,Information Against Police,08-06-2021 21:08
C1,PS2,Dispute,08-06-2021 21:15
C1,PS2,Dispute,08-06-2021 22:54
C1,PS2,Dispute,09-06-2021 00:15
C1,PS2,Dispute,09-06-2021 08:57
C1,PS2,Missing,09-06-2021 09:06
C1,PS2,Domestic Violence,09-06-2021 13:20
C1,PS2,Sos,09-06-2021 15:33
C1,PS2,Dispute,09-06-2021 15:55
C1,PS2,Threat In Person,10-06-2021 10:51
C1,PS2,Threat In Person,10-06-2021 11:44
C1,PS2,Dispute,10-06-2021 11:54
C1,PS2,Dispute,10-06-2021 12:40
C1,PS2,Female Harrassment,10-06-2021 15:10
C1,PS2,Threat In Person,10-06-2021 16:00
C1,PS2,Threat In Person,10-06-2021 16:16
C1,PS2,Theft,10-06-2021 18:59
C1,PS2,Dispute,10-06-2021 21:46
C1,PS2,Threat In Person,10-06-2021 22:14
C1,PS2,Gambling,11-06-2021 13:40
C1,PS2,Dispute,11-06-2021 13:52
C1,PS2,Cyber Crimes,11-06-2021 17:22
C1,PS2,Threat In Person,11-06-2021 21:55
C1,PS2,Dispute,11-06-2021 22:19
C1,PS2,Dispute,11-06-2021 23:33
C1,PS2,Threat In Person,12-06-2021 00:25
C1,PS2,Dispute,12-06-2021 02:56
C1,PS2,Dispute,12-06-2021 03:09
C1,PS2,Dispute,12-06-2021 08:36
C1,PS2,Dispute,12-06-2021 09:49
C1,PS2,Gambling,12-06-2021 13:32
C1,PS2,Threat In Person,12-06-2021 13:45
C1,PS2,Threat In Person,12-06-2021 17:56
C1,PS2,Robbery,12-06-2021 18:24
C1,PS2,Crime On Phone Mobile Social Media Internet,12-06-2021 18:33
C1,PS2,Traffic Jam,12-06-2021 18:49
C1,PS2,Domestic Violence,12-06-2021 22:37
C1,PS2,Information Against Police,12-06-2021 23:25
C1,PS2,Dispute,13-06-2021 02:29
C1,PS2,Threat In Person,13-06-2021 03:29
C1,PS2,Dispute,13-06-2021 11:49
C1,PS2,Threat In Person,13-06-2021 14:40
C1,PS2,Property Disputes,13-06-2021 15:44
C1,PS2,Property Disputes,13-06-2021 15:51
C1,PS2,Information Against Police,13-06-2021 16:29
C1,PS2,Threat In Person,13-06-2021 16:54
C1,PS2,Property Disputes,13-06-2021 16:58
C1,PS2,Information Against Police,13-06-2021 16:59
C1,PS2,Threat In Person,13-06-2021 17:02
C1,PS2,Information Against Police,13-06-2021 17:03
C1,PS2,Threat In Person,13-06-2021 17:21
C1,PS2,Threat In Person,13-06-2021 17:32
C1,PS2,Property Disputes,13-06-2021 17:52
C1,PS2,Information Against Police,13-06-2021 17:54
C1,PS2,Threat In Person,13-06-2021 18:12
C1,PS2,Information Against Police,13-06-2021 18:41
C1,PS2,Information Against Police,13-06-2021 19:07
C1,PS2,Female Sexual Harrassment,13-06-2021 19:19
C1,PS2,Dispute,13-06-2021 22:38
C1,PS2,Domestic Violence,13-06-2021 23:25
C1,PS2,Domestic Violence,14-06-2021 00:02
C1,PS2,Dispute,14-06-2021 00:20
C1,PS2,Cyber Crimes,14-06-2021 07:20
C1,PS2,Dispute,14-06-2021 12:41
C1,PS2,Theft,14-06-2021 13:27
C1,PS2,Dispute,14-06-2021 13:48
C1,PS2,Dispute,14-06-2021 14:22
C1,PS2,Threat In Person,14-06-2021 14:37
C1,PS2,Dispute,14-06-2021 14:38
C1,PS2,Dispute,14-06-2021 14:56
C1,PS2,Domestic Violence,14-06-2021 17:14
C1,PS2,Dispute,14-06-2021 17:35
C1,PS2,Dispute,14-06-2021 17:42
C1,PS2,Cyber Crimes,14-06-2021 17:50
C1,PS2,Theft,14-06-2021 17:55
C1,PS2,Crime On Phone Mobile Social Media Internet,14-06-2021 18:37
C1,PS2,Dispute,14-06-2021 21:33
C1,PS2,Dispute,14-06-2021 22:38
C1,PS2,Theft,14-06-2021 22:43
C1,PS2,Cyber Crimes,15-06-2021 11:25
C1,PS2,Dispute,15-06-2021 11:54
C1,PS2,Dispute,15-06-2021 11:55
C1,PS2,Domestic Violence,15-06-2021 12:13
C1,PS2,Dispute,15-06-2021 15:05
C1,PS2,Theft,15-06-2021 18:17
C1,PS2,Domestic Violence,15-06-2021 22:02
C1,PS2,Missing,15-06-2021 22:13
C1,PS2,Domestic Violence,15-06-2021 22:21
C1,PS2,Dispute,15-06-2021 23:08
C1,PS2,Female Sexual Harrassment,16-06-2021 01:29
C1,PS2,Dispute,16-06-2021 05:50
C1,PS2,Threat In Person,16-06-2021 14:08
C1,PS2,Domestic Violence,16-06-2021 14:10
C1,PS2,Dispute,16-06-2021 14:33
C1,PS2,Threat In Person,16-06-2021 15:42
C1,PS2,Information Against Police,16-06-2021 15:43
C1,PS2,Domestic Violence,16-06-2021 16:18
C1,PS2,Dispute,16-06-2021 21:20
C1,PS2,Dispute,16-06-2021 21:26
C1,PS2,Threat In Person,16-06-2021 22:31
C1,PS2,Threat In Person,16-06-2021 22:53
C1,PS2,Suspicious Person Information,17-06-2021 00:17
C1,PS2,Traffic Jam,17-06-2021 11:37
C1,PS2,Robbery,17-06-2021 13:25
C1,PS2,Cyber Crimes,17-06-2021 16:30
C1,PS2,Dispute,17-06-2021 19:52
C1,PS2,Animals Related,17-06-2021 19:56
C1,PS2,Threat In Person,17-06-2021 20:11
C1,PS2,Dowry Related Crime,17-06-2021 20:34
C1,PS2,Dispute,17-06-2021 22:04
C1,PS2,Information Against Other Government Departments,18-06-2021 05:26
C1,PS2,Threat In Person,18-06-2021 09:22
C1,PS2,Dispute,18-06-2021 12:04
C1,PS2,Found Deadbody,18-06-2021 12:23
C1,PS2,Dispute,18-06-2021 14:01
C1,PS2,Dispute,18-06-2021 16:17
C1,PS2,Animals Related,18-06-2021 17:58
C1,PS2,Threat In Person,18-06-2021 18:11
C1,PS2,Crime On Phone Mobile Social Media Internet,18-06-2021 18:57
C1,PS2,Kidnap,18-06-2021 19:15
C1,PS2,Domestic Violence,18-06-2021 20:23
C1,PS2,Dispute,18-06-2021 20:51
C1,PS2,Dispute,18-06-2021 22:35
C1,PS2,Dispute,19-06-2021 00:29
C1,PS2,Dispute,19-06-2021 02:22
C1,PS2,Theft,19-06-2021 11:09
C1,PS2,Domestic Violence,19-06-2021 14:12
C1,PS2,Domestic Violence,19-06-2021 14:34
C1,PS2,Dispute,19-06-2021 21:26
C1,PS2,Gambling,19-06-2021 22:04
C1,PS2,Threat In Person,20-06-2021 00:13
C1,PS2,Dispute,20-06-2021 00:52
C1,PS2,Dispute,20-06-2021 11:16
C1,PS2,Property Disputes,20-06-2021 11:23
C1,PS2,Dispute,20-06-2021 12:29
C1,PS2,Forgery,20-06-2021 13:28
C1,PS2,Female Sexual Harrassment,20-06-2021 14:15
C1,PS2,Property Disputes,20-06-2021 14:45
C1,PS2,Threat In Person,20-06-2021 18:27
C1,PS2,Threat In Person,20-06-2021 21:59
C1,PS2,Threat In Person,20-06-2021 23:59
C1,PS2,Encroachment,21-06-2021 15:48
C1,PS2,Dispute,21-06-2021 17:03
C1,PS2,Dispute,21-06-2021 17:50
C1,PS2,Information Against Police,21-06-2021 20:09
C1,PS2,Domestic Violence,21-06-2021 21:13
C1,PS2,Threat In Person,21-06-2021 22:17
C1,PS2,Property Disputes,21-06-2021 22:30
C1,PS2,Dispute,21-06-2021 22:46
C1,PS2,Property Disputes,21-06-2021 22:51
C1,PS2,Threat In Person,21-06-2021 23:40
C1,PS2,Threat In Person,21-06-2021 23:42
C1,PS2,Dispute,21-06-2021 23:58
C1,PS2,Dispute,22-06-2021 01:03
C1,PS2,Threat In Person,22-06-2021 01:10
C1,PS2,Threat In Person,22-06-2021 01:19
C1,PS2,Missing,22-06-2021 01:34
C1,PS2,Property Disputes,22-06-2021 02:27
C1,PS2,Threat In Person,22-06-2021 02:59
C1,PS2,Property Disputes,22-06-2021 03:06
C1,PS2,Threat In Person,22-06-2021 03:21
C1,PS2,Domestic Violence,22-06-2021 03:43
C1,PS2,Threat In Person,22-06-2021 03:53
C1,PS2,Threat In Person,22-06-2021 04:32
C1,PS2,Property Disputes,22-06-2021 04:33
C1,PS2,Cyber Crimes,22-06-2021 11:44
C1,PS2,Female Sexual Harrassment,22-06-2021 14:54
C1,PS2,Missing,22-06-2021 15:25
C1,PS2,Medium Fire,22-06-2021 23:40
C1,PS2,Threat In Person,22-06-2021 23:41
C1,PS2,Domestic Violence,23-06-2021 00:02
C1,PS2,Property Disputes,23-06-2021 08:31
C1,PS2,Dispute,23-06-2021 13:30
C1,PS2,Cyber Crimes,23-06-2021 16:06
C1,PS2,Dispute,23-06-2021 16:47
C1,PS2,Sos,23-06-2021 17:44
C1,PS2,Dispute,23-06-2021 17:47
C1,PS2,Dispute,23-06-2021 17:48
C1,PS2,Dispute,23-06-2021 18:57
C1,PS2,Robbery,23-06-2021 21:19
C1,PS2,Domestic Violence,23-06-2021 21:22
C1,PS2,Threat In Person,23-06-2021 21:40
C1,PS2,Dispute,23-06-2021 22:56
C1,PS2,Domestic Violence,23-06-2021 23:38
C1,PS2,Dispute,24-06-2021 00:02
C1,PS2,Information Against Police,24-06-2021 00:49
C1,PS2,Differently Abled People,24-06-2021 01:26
C1,PS2,Property Disputes,24-06-2021 09:22
C1,PS2,Dispute,24-06-2021 09:32
C1,PS2,Dispute,24-06-2021 10:40
C1,PS2,Dispute,24-06-2021 10:44
C1,PS2,Domestic Violence,24-06-2021 13:47
C1,PS2,Crime On Phone Mobile Social Media Internet,24-06-2021 14:25
C1,PS2,Theft,24-06-2021 19:46
C1,PS2,Theft,24-06-2021 22:47
C1,PS2,Threat In Person,24-06-2021 23:12
C1,PS2,Domestic Violence,24-06-2021 23:21
C1,PS2,Threat In Person,25-06-2021 01:38
C1,PS2,Crime On Phone Mobile Social Media Internet,25-06-2021 01:58
C1,PS2,Theft,25-06-2021 04:41
C1,PS2,Dispute,25-06-2021 06:56
C1,PS2,Dispute,25-06-2021 09:02
C1,PS2,Dispute,25-06-2021 11:33
C1,PS2,Attempted Murder,25-06-2021 12:18
C1,PS2,Dispute,25-06-2021 13:23
C1,PS2,Dispute,25-06-2021 16:07
C1,PS2,Dispute,25-06-2021 17:18
C1,PS2,Property Disputes,25-06-2021 17:36
C1,PS2,Threat In Person,25-06-2021 20:26
C1,PS2,Dispute,25-06-2021 20:38
C1,PS2,Domestic Violence,25-06-2021 21:08
C1,PS2,Cyber Crimes,25-06-2021 22:58
C1,PS2,Information Against Police,26-06-2021 00:17
C1,PS2,Information Against Police,26-06-2021 00:22
C1,PS2,Missing,26-06-2021 00:23
C1,PS2,Dispute,26-06-2021 01:19
C1,PS2,Dispute,26-06-2021 02:43
C1,PS2,Domestic Violence,26-06-2021 04:12
C1,PS2,Domestic Violence,26-06-2021 14:00
C1,PS2,Dispute,26-06-2021 14:18
C1,PS2,Domestic Violence,26-06-2021 14:56
C1,PS2,Threat In Person,26-06-2021 15:16
C1,PS2,Dispute,26-06-2021 15:26
C1,PS2,Property Disputes,26-06-2021 16:27
C1,PS2,Dispute,26-06-2021 17:45
C1,PS2,Female Harrassment,26-06-2021 18:38
C1,PS2,Threat In Person,26-06-2021 18:52
C1,PS2,Threat In Person,26-06-2021 18:54
C1,PS2,Dispute,26-06-2021 18:58
C1,PS2,Domestic Violence,26-06-2021 20:33
C1,PS2,Domestic Violence,26-06-2021 23:46
C1,PS2,Threat In Person,27-06-2021 02:06
C1,PS2,Threat In Person,27-06-2021 07:05
C1,PS2,Animals Related,27-06-2021 07:21
C1,PS2,Dispute,27-06-2021 10:12
C1,PS2,Dispute,27-06-2021 10:13
C1,PS2,Dispute,27-06-2021 11:01
C1,PS2,Threat In Person,27-06-2021 11:07
C1,PS2,Dispute,27-06-2021 11:07
C1,PS2,Information Against Police,27-06-2021 11:18
C1,PS2,Property Disputes,27-06-2021 12:15
C1,PS2,Information Against Police,27-06-2021 14:53
C1,PS2,Threat In Person,27-06-2021 17:31
C1,PS2,Robbery,27-06-2021 17:44
C1,PS2,Dispute,27-06-2021 18:10
C1,PS2,Dispute,27-06-2021 19:33
C1,PS2,Dispute,27-06-2021 19:47
C1,PS2,Dispute,27-06-2021 20:10
C1,PS2,Dispute,27-06-2021 20:19
C1,PS2,Domestic Violence,27-06-2021 20:43
C1,PS2,Robbery,27-06-2021 21:12
C1,PS2,Threat In Person,27-06-2021 21:34
C1,PS2,Child Crime,27-06-2021 22:05
C1,PS2,Suspicious Person Information,27-06-2021 22:25
C1,PS2,Theft,28-06-2021 00:04
C1,PS2,Theft,28-06-2021 00:31
C1,PS2,Dispute,28-06-2021 12:13
C1,PS2,Medium Fire,28-06-2021 14:35
C1,PS2,Sos,28-06-2021 18:42
C1,PS2,Dispute,28-06-2021 21:25
C1,PS2,Attempted Murder,28-06-2021 22:34
C1,PS2,Domestic Violence,29-06-2021 01:39
C1,PS2,Domestic Violence,29-06-2021 01:41
C1,PS2,Theft,29-06-2021 01:54
C1,PS2,Theft,29-06-2021 04:33
C1,PS2,Dispute,29-06-2021 08:47
C1,PS2,Domestic Violence,29-06-2021 09:08
C1,PS2,Threat In Person,29-06-2021 09:50
C1,PS2,Pollution,29-06-2021 10:21
C1,PS2,Gambling,29-06-2021 14:26
C1,PS2,Traffic Jam,29-06-2021 17:00
C1,PS2,Robbery,29-06-2021 17:54
C1,PS2,Crime On Phone Mobile Social Media Internet,29-06-2021 21:04
C1,PS2,Dispute,29-06-2021 21:20
C1,PS2,Threat In Person,29-06-2021 22:13
C1,PS2,Theft,29-06-2021 22:14
C1,PS2,Female Harrassment,29-06-2021 23:28
C1,PS2,Robbery,30-06-2021 02:29
C1,PS2,Female Sexual Harrassment,30-06-2021 04:18
C1,PS2,Dispute,30-06-2021 11:33
C1,PS2,Missing,30-06-2021 14:03
C1,PS2,Dispute,30-06-2021 15:14
C1,PS2,Theft,30-06-2021 16:15
C1,PS2,Dispute,30-06-2021 16:34
C1,PS2,Dispute,30-06-2021 17:06
C1,PS2,Dispute,30-06-2021 18:31
C1,PS2,Robbery,30-06-2021 21:11
C1,PS2,Child Crime,30-06-2021 21:24
C1,PS2,Dispute,30-06-2021 22:02
C1,PS2,Female Harrassment,30-06-2021 22:28
C1,PS2,Domestic Violence,30-06-2021 22:36
C1,PS2,Crime On Phone Mobile Social Media Internet,30-06-2021 22:47
C1,PS2,Information Against Police,30-06-2021 22:49
C1,PS2,Medium Fire,30-06-2021 23:19
C1,PS2,Threat In Person,30-06-2021 23:28
C2,PS3,Domestic Violence,01-04-2021 00:10
C2,PS3,Threat In Person,01-04-2021 01:05
C2,PS3,Dispute,01-04-2021 07:37
C2,PS3,Dispute,01-04-2021 07:46
C2,PS3,Information Against Police,01-04-2021 08:00
C2,PS3,Threat In Person,01-04-2021 08:02
C2,PS3,Dispute,01-04-2021 09:24
C2,PS3,Information Against Police,01-04-2021 09:24
C2,PS3,Domestic Violence,01-04-2021 09:53
C2,PS3,Dispute,01-04-2021 09:54
C2,PS3,Threat In Person,01-04-2021 10:36
C2,PS3,Missing,01-04-2021 11:09
C2,PS3,Medium Fire,01-04-2021 11:35
C2,PS3,Dispute,01-04-2021 11:52
C2,PS3,Missing,01-04-2021 12:23
C2,PS3,Dispute,01-04-2021 12:44
C2,PS3,Dispute,01-04-2021 12:45
C2,PS3,Missing,01-04-2021 13:27
C2,PS3,Domestic Violence,01-04-2021 14:53
C2,PS3,Domestic Violence,01-04-2021 15:25
C2,PS3,Small Fire,01-04-2021 16:09
C2,PS3,Theft,01-04-2021 16:15
C2,PS3,Forgery,01-04-2021 19:22
C2,PS3,Dispute,01-04-2021 20:48
C2,PS3,Threat In Person,01-04-2021 21:40
C2,PS3,Theft,01-04-2021 21:48
C2,PS3,Domestic Violence,01-04-2021 23:06
C2,PS3,Dispute,01-04-2021 23:56
C2,PS3,Dispute,02-04-2021 00:02
C2,PS3,Dispute,02-04-2021 01:20
C2,PS3,Kidnap,02-04-2021 02:08
C2,PS3,Dispute,02-04-2021 06:22
C2,PS3,Theft,02-04-2021 06:36
C2,PS3,Theft,02-04-2021 08:16
C2,PS3,Dispute,02-04-2021 08:40
C2,PS3,Domestic Violence,02-04-2021 09:51
C2,PS3,Dispute,02-04-2021 13:31
C2,PS3,Information Against Police,02-04-2021 13:49
C2,PS3,Property Disputes,02-04-2021 14:41
C2,PS3,Property Disputes,02-04-2021 14:52
C2,PS3,Missing,02-04-2021 15:17
C2,PS3,Dispute,02-04-2021 15:47
C2,PS3,Dispute,02-04-2021 17:54
C2,PS3,Dispute,02-04-2021 18:17
C2,PS3,Domestic Violence,02-04-2021 18:31
C2,PS3,Dispute,02-04-2021 18:36
C2,PS3,Dispute,02-04-2021 18:42
C2,PS3,Kidnap,02-04-2021 19:23
C2,PS3,Domestic Violence,02-04-2021 19:56
C2,PS3,Missing,02-04-2021 20:31
C2,PS3,Missing,02-04-2021 21:10
C2,PS3,Crime On Phone Mobile Social Media Internet,02-04-2021 22:07
C2,PS3,Domestic Violence,02-04-2021 22:58
C2,PS3,Domestic Violence,02-04-2021 23:17
C2,PS3,Dispute,03-04-2021 05:43
C2,PS3,Theft,03-04-2021 10:25
C2,PS3,Missing,03-04-2021 10:29
C2,PS3,Crime On Phone Mobile Social Media Internet,03-04-2021 11:34
